,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,EXPERIENCE,AGE
883,380000,application developer,BANGALORE,m,74.0,"board of secondary education,andhara pradesh",2004,86.1,"board of intermediate education,hyderabad",3694,2,MCA,computer application,76.0,Andhra Pradesh,2010,405,385,585,-1.8083,-0.5913,-0.9245,-0.0552,0.3444,4,28
884,200000,technical support engineer,BANGALORE,f,77.57,icse,2009,69.0,state board,6566,2,B.Tech/B.E.,information science engineering,65.2,Karnataka,2013,535,510,485,-0.3027,-0.6201,0.4711,-0.1076,-1.6273,1,25
885,315000,associate software engineer,PUNE,m,74.0,state board,2008,71.0,state board,1995,2,B.Tech/B.E.,computer engineering,59.6,Maharashtra,2014,465,650,655,-1.7389,0.0459,0.7785,-1.7556,1.0554,0,23
886,330000,system engineer,KOLKATA,m,78.0,state board,2009,72.0,state board,4319,2,B.Tech/B.E.,electronics and communication engineering,73.4,Punjab,2013,490,470,500,0.4155,0.0459,0.3174,-1.5021,-1.0524,1,25
887,100000,marketing analyst,FARIDABAD,m,51.2,cbse,2008,74.0,cbse,302,1,B.Tech/B.E.,computer science & engineering,67.8,Haryana,2013,525,485,560,-0.3027,1.0449,-0.2974,0.2727,0.8637,1,23
888,110000,software engineer,PUNE,m,66.46,state board,2009,62.81,state board,2570,2,B.Tech/B.E.,computer engineering,61.51,Maharashtra,2013,430,340,370,1.5644,-0.1206,0.01,0.5262,0.6721,0,24
889,215000,software test engineer,JAIPUR,m,82.67,state board,2008,74.92,state board,12737,2,B.Tech/B.E.,computer engineering,61.36,Rajasthan,2014,580,470,425,1.7081,1.0449,1.547,0.0192,0.6721,2,25
890,310000,software developer,KOLKATA,m,75.0,wbbse,2002,61.7,wbchse,1424,2,MCA,computer application,79.0,West Bengal,2010,365,365,425,-0.4173,-0.1232,-0.0537,-0.4078,-0.1295,5,32
891,300000,executive hr,NOIDA,f,61.4,cbse,2007,62.8,cbse,55,2,B.Tech/B.E.,computer engineering,69.98,Uttar Pradesh,2011,375,505,435,-0.1082,0.6568,0.2366,-0.0552,0.0284,1,27
892,200000,executive engineer,NOIDA,m,69.4,up board,2007,63.0,up board,7600,2,B.Tech/B.E.,electronics and communication engineering,61.0,Uttar Pradesh,2013,375,465,265,-1.1901,0.1888,-1.5051,-1.34787,-0.7615,1,25
893,400000,java software engineer,BANGALORE,m,90.24,state board,2010,67.17,state board,3770,2,B.Tech/B.E.,computer science & engineering,68.65,Karnataka,2014,430,435,405,0.99,-0.2871,0.01,0.9066,0.0973,1,22
894,300000,project engineer,KOLKATA,m,67.0,cbse,2008,65.0,cbse,347,2,B.Tech/B.E.,computer science & engineering,75.0,Uttar Pradesh,2013,510,525,560,0.1282,0.2124,-0.2974,-0.4879,0.8637,1,26
895,480000,system engineer,KOLKATA,m,75.75,cbse,2007,74.4,cbse,6884,2,B.Tech/B.E.,electronics and communication engineering,80.0,West Bengal,2011,495,495,554,-2.1175,-0.5913,-0.344,0.7673,0.0284,3,26
896,300000,project engineer,HYDERABAD,f,90.83,ssc,2008,95.1,intermediate,3838,2,B.Tech/B.E.,civil engineering,84.01,Andhra Pradesh,2012,525,455,605,-0.7651,-0.4353,-1.6502,1.3255,-0.4455,2,26
897,465000,software developer,GURGAON,f,70.0,cbse,2008,68.83,cbse,255,2,B.Tech/B.E.,computer engineering,69.1,Uttar Pradesh,2012,535,615,585,-0.7264,1.7488,0.3817,0.2973,0.5419,3,25
898,270000,asp.net developer,NOIDA,m,49.0,up,2005,52.0,up,5690,2,B.Tech/B.E.,information technology,68.0,Uttar Pradesh,2011,545,375,565,-0.880999999999999,-1.5273,-0.344,0.5323,-0.9194,2,26
899,320000,java software engineer,BANGALORE,m,89.1,state board,2009,97.8,state board,11509,1,B.Tech/B.E.,electronics and communication engineering,85.7,Telangana,2013,500,595,870,-0.4463,-0.2871,-1.2196,1.0333,0.0973,1,24
900,300000,quality assurance engineer,NOIDA,f,73.6,cbse,2006,67.4,cbse,33,2,B.Tech/B.E.,electronics and communication engineering,72.0,Haryana,2011,535,545,325,-0.159,-0.4536,0.7785,-0.3612,-1.0524,1,27
901,230000,technical support engineer,NOIDA,m,52.0,up baord,2007,65.0,up baord,7134,2,B.Tech/B.E.,information technology,67.68,Uttar Pradesh,2012,425,365,275,-0.1855,-0.2793,-1.0697,0.7086,-1.0774,1,26
902,300000,java software engineer,CHENNAI,f,81.0,cbse,2010,70.0,cbse,6545,2,B.Tech/B.E.,computer science & engineering,68.0,Uttar Pradesh,2014,525,505,465,0.8463,0.0459,0.6248,-0.995,1.0554,1,23
903,120000,android developer,DEHRADUN,m,83.0,icse,2008,73.0,cbse,272,2,B.Tech/B.E.,computer engineering,62.0,Punjab,2014,580,580,650,0.4155,0.2124,1.2396,-0.8682,-0.0943,1,24
904,130000,system administrator,HYDERABAD,m,87.33,ssc,2006,85.4,intermediate,1028,2,B.Tech/B.E.,electronics and communication engineering,64.0,Telangana,2010,405,485,445,-0.880999999999999,-2.7754,1.1074,-0.1727,-0.1295,2,27
905,440000,sharepoint developer,UNKNOWN,m,83.1,ssc,2008,87.1,board of intermediate,3026,2,B.Tech/B.E.,information technology,68.75,Telangana,2012,465,545,545,-0.5719,-0.4353,0.163999999999999,-0.7603,-1.7093,2,24
906,325000,system analyst,MYSORE,f,86.4,cbse,2010,85.4,state board,10750,2,B.Tech/B.E.,information technology,77.0,Tamil Nadu,2014,640,530,430,-0.7335,-1.6191,-1.0659,1.9207,0.0973,1,23
907,100000,production engineer,PUNE,m,63.0,cbse,2009,80.0,cbse,993,2,B.Tech/B.E.,electronics & telecommunications,50.0,Maharashtra,2012,315,345,295,-0.5332,-0.4353,-0.1988,1.5018,-1.2354,1,26
908,400000,test engineer,BANGALORE,m,91.0,cbse,2010,87.2,cbse,13169,2,B.Tech/B.E.,electronics and communication engineering,87.9,Uttar Pradesh,2015,440,425,560,-0.4463,1.2114,1.3933,-0.3612,0.0973,0,24
909,400000,quality assurance automation engineer,BANGALORE,m,72.0,cbse,2009,67.0,cbse,1115,2,B.Tech/B.E.,computer science & engineering,57.5,Karnataka,2013,520,570,515,1.1336,0.0459,0.6248,-1.6289,0.2889,1,23
910,340000,software engineer,HYDERABAD,f,88.34,cbse,2007,71.0,cbse,1730,2,B.Tech/B.E.,electronics and electrical engineering,90.44,Uttar Pradesh,2012,525,505,485,1.2828,1.2028,-0.7068,-0.6428,0.5024,1,25
911,180000,java software engineer,KOLKATA,m,68.4,state board,2008,69.4,state board,8297,2,B.Tech/B.E.,electronics and communication engineering,76.0,West Bengal,2013,455,570,620,0.8463,-0.2871,-0.9122,-0.8682,-0.0943,1,25
912,240000,sales management trainee,UNKNOWN,m,91.67,cbse,2007,74.2,cbse,11817,2,B.Tech/B.E.,electronics & instrumentation eng,63.8,Maharashtra,2012,675,500,545,1.2828,0.9688,0.4906,0.6498,0.5024,1,26
913,330000,research associate,HYDERABAD,m,77.4,state board,2007,88.1,state board,8970,2,B.Tech/B.E.,computer science & engineering,65.61,Telangana,2011,580,595,720,-0.2632,1.5081,0.2113,-1.3255,-0.0844,1,25
914,425000,senior software engineer,BANGALORE,m,87.3,ssc,2008,94.2,board of intermediate,11168,2,B.Tech/B.E.,electronics and communication engineering,79.51,Telangana,2012,435,435,495,1.1283,1.7488,2.1234,-0.9953,1.0158,2,25
915,400000,programmer analyst,KOLKATA,f,74.0,cbse,2008,61.0,cbse,252,2,B.Tech/B.E.,computer engineering,65.0,West Bengal,2012,554,375,475,-1.2287,0.6568,-0.6343,-0.26087,-0.1295,3,26
916,190000,application developer,PUNE,m,75.2,state board,2006,78.0,state board,5807,2,MCA,computer application,73.0,Madhya Pradesh,2013,405,510,430,0.2718,-0.2871,0.1637,-0.1076,-0.2859,0,27
917,120000,software developer,PUNE,f,67.0,cbse,2008,61.0,cbse,16664,2,B.Tech/B.E.,computer science & engineering,75.0,Chhattisgarh,2012,370,410,320,-0.159,-0.2871,-0.9122,-0.6147,-0.6692,1,25
918,320000,system engineer,BANGALORE,m,84.0,state board,2009,76.0,state board,8297,2,B.Tech/B.E.,computer science & engineering,76.0,West Bengal,2013,370,390,575,0.99,0.5454,1.0859,-0.3612,0.4805,1,25
919,450000,system engineer,BANGALORE,f,48.8,state board,2005,48.8,cbse,2318,2,B.Tech/B.E.,computer science & engineering,72.5,Karnataka,2014,430,385,295,0.99,0.3789,1.0859,0.653,0.4805,1,26
920,500000,senior engineer,BANGALORE,m,75.38,state,2007,72.0,pu,4023,2,B.Tech/B.E.,electronics and communication engineering,68.75,Karnataka,2011,325,495,565,0.0464,-2.1513,1.1074,0.0623,0.8183,3,25
921,445000,java software engineer,KOLKATA,m,84.0,cbse,2006,71.0,cbse,998,2,B.Tech/B.E.,computer engineering,65.0,Kerala,2010,615,534,415,-0.2628,1.2808,0.3817,-2.0529,-0.2875,5,27
922,500000,senior project engineer,BANGALORE,m,55.52,kseeb,2005,60.05,dte,182,2,B.Tech/B.E.,electronics and communication engineering,61.95,Karnataka,2009,495,455,385,0.8192,0.6568,0.2366,0.0623,0.3444,5,31
923,205000,software quality assurance analyst,GANDHI NAGAR,m,82.0,state board,2008,79.6,state board,1011,2,B.Tech/B.E.,electronics and communication engineering,68.0,Gujarat,2012,350,520,450,-0.5899,0.5454,0.1637,1.1601,1.247,0,24
924,170000,software engineer,UNKNOWN,m,70.0,cbse,2010,70.0,cbse,11630,2,B.Tech/B.E.,information technology,70.0,Uttar Pradesh,2014,405,390,325,0.5591,-0.2871,1.3933,2.0475,-0.0943,1,22
925,305000,site manager,LUCKNOW,m,78.6,icse,2010,80.0,icse,15645,2,B.Tech/B.E.,electronics and electrical engineering,69.29,Uttar Pradesh,2014,640,540,440,-0.0154,-0.9531,-1.3733,-0.3612,-1.244,1,22
926,515000,quality associate,UNKNOWN,f,86.6,board of secondary education,2007,92.0,board of intermediate,9775,2,B.Tech/B.E.,computer engineering,77.96,Telangana,2011,495,555,425,0.8192,0.8128,0.5269,-1.4653,0.1864,4,25
927,1300000,application developer,ABOARD,m,80.0,ssc,2008,90.0,board of intermediate,6164,2,B.Tech/B.E.,computer engineering,71.8,Telangana,2012,495,425,575,1.59199999999999,1.5928,0.8171,0.5323,0.0679,3,25
928,390000,application developer,HYDERABAD,m,87.5,board of intermediate education,2008,96.5,board of secondary education,11901,2,B.Tech/B.E.,electronics and communication engineering,79.1,Andhra Pradesh,2012,525,565,645,-0.2628,0.8518,-0.7068,-0.52527,-0.4455,3,25
929,165000,customer service representative,BANGALORE,m,71.05,bseb,2008,69.07,cbse,8818,2,B.Tech/B.E.,electronics and electrical engineering,58.0,Telangana,2012,425,465,355,-0.4173,-0.7473,-0.4891,0.4148,-0.168999999999999,1,24
930,430000,software engineer,HYDERABAD,f,81.0,ssc,2008,89.0,bie,9837,2,B.Tech/B.E.,computer engineering,77.24,Telangana,2012,435,365,475,0.3941,0.9688,0.0914,0.973,-0.6035,3,24
931,630000,business analyst consultant,BENGALURU,m,91.4,cbse,2009,82.3,cbse,285,1,B.Tech/B.E.,electronics and communication engineering,89.3,Punjab,2013,485,535,735,-0.159,-0.2871,0.01,-0.3612,0.4805,1,24
932,85000,software engineer,GHAZIABAD,m,71.0,cbse,2010,61.0,cbse,903,2,B.Tech/B.E.,computer science & engineering,66.0,Uttar Pradesh,2014,580,505,380,1.5644,1.3779,1.0859,-1.8824,0.2889,0,21
933,330000,software engineer,CHENNAI,m,85.0,state board,2009,81.0,state board,1906,2,B.Tech/B.E.,computer science & engineering,76.7,West Bengal,2013,455,530,440,1.7081,0.8784,1.7007,0.1459,0.8637,1,23
934,275000,business development executive,MUMBAI,f,75.6,cbse,2006,77.0,cbse,5690,2,B.Tech/B.E.,mechanical engineering,70.66,Uttar Pradesh,2011,505,404,524,0.6646,1.7488,0.2366,0.5323,0.6603,1,27
935,150000,asp.net developer,UNKNOWN,m,70.0,mpboard,2008,56.6,mp board,11637,2,B.Tech/B.E.,information technology,71.18,Madhya Pradesh,2012,205,555,470,-1.5765,0.3448,-0.6343,-0.2609,-0.2875,1,25
936,210000,it recruiter,DELHI,m,69.0,cbse,2007,66.6,cbse,8711,2,B.Tech/B.E.,electronics and communication engineering,67.0,Uttar Pradesh,2012,455,495,544,0.5591,-0.2871,0.1637,0.1459,0.2889,2,26
937,300000,sql dba,HYDERABAD,f,84.0,state board,2011,89.3,state board,14382,2,B.Tech/B.E.,computer engineering,79.0,Telangana,2015,500,375,520,1.4208,1.7109,1.2396,0.1459,0.6721,0,22
938,100000,java developer,UNKNOWN,f,84.2,state board,2010,86.3,state board,3931,2,B.Tech/B.E.,computer science & engineering,75.27,Andhra Pradesh,2014,430,545,645,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,1,22
939,365000,system engineer,TRIVANDRUM,m,87.8,cbse,2007,85.4,cbse,2513,2,B.Tech/B.E.,electronics and communication engineering,69.3,Rajasthan,2011,555,615,715,0.6646,0.9688,0.9623,-1.1128,0.5024,2,26
940,305000,software engineer,MUMBAI,m,88.8,state board,2010,94.6,state board,9748,2,B.Tech/B.E.,electrical engineering,80.6,Telangana,2014,510,525,720,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,1,22
941,450000,software engineer analyst,UNKNOWN,m,84.0,cbse,2008,83.0,cbse,7542,2,B.Tech/B.E.,information technology,74.5,Delhi,2012,725,465,555,-0.4173,0.7348,-0.0537,-0.52527,-0.4455,2,25
942,375000,system engineer,BANGALORE,m,90.4,sslc,2008,65.0,pre-university,315,2,B.Tech/B.E.,electrical engineering,80.3,Karnataka,2012,615,620,750,0.2782,-0.4353,-0.1988,0.7086,-0.7615,2,25
943,1050000,manager,MUMBAI,m,77.63,matriculation,2006,86.25,matriculation,447,2,B.Tech/B.E.,information technology,80.21,Tamil Nadu,2010,475,385,505,0.51,0.5008,0.3817,-2.0529,-0.2875,5,26
944,200000,software engineer,UNKNOWN,m,74.0,rajasthan board,2009,79.23,rajasthan board,9699,2,B.Tech/B.E.,computer engineering,69.0,Rajasthan,2013,345,485,590,-0.4463,-2.2851,-0.6048,2.1743,-2.7595,1,23
945,320000,design engineer,BANGALORE,m,87.0,cbse,2007,80.0,cbse,3716,2,B.Tech/B.E.,electronics and communication engineering,70.0,Karnataka,2011,685,555,554,0.9737,1.7488,0.9623,-2.1704,0.1864,2,26
946,120000,product development engineer,FARIDABAD,m,67.0,cbse,2009,63.0,cbse,10932,2,B.Tech/B.E.,mechanical engineering,62.9,Uttar Pradesh,2014,395,365,315,0.2782,0.8128,-0.1988,1.06113,-0.4455,0,23
947,380000,assistant system engineer,HYDERABAD,m,82.0,state board,2009,79.6,state board,547,2,B.Tech/B.E.,automobile/automotive engineering,64.8,Madhya Pradesh,2013,485,555,605,0.7027,0.8784,0.4711,-1.5021,0.0973,1,23
948,240000,software engineer,BANGALORE,m,86.0,cbse,2007,84.0,cbse,2552,2,B.Tech/B.E.,electronics and communication engineering,72.0,Karnataka,2011,325,345,575,-0.2628,0.5008,0.3817,-0.2902,-0.4455,1,26
949,350000,software engineer,BANGALORE,f,92.47,sslc,2009,75.5,puc,1866,2,B.Tech/B.E.,information technology,73.81,Karnataka,2013,395,470,455,1.2772,0.5454,0.1637,-0.4879,-0.4776,2,24
950,405000,system engineer,HYDERABAD,m,93.0,"state board of secondary education,andhra pradesh",2008,97.0,"board of intermediate education,andhra pradesh",5015,2,B.Tech/B.E.,computer engineering,77.8,Andhra Pradesh,2012,555,655,565,-0.5719,-0.3183,-0.9245,0.64983,-1.5513,3,25
951,505000,software development engineer,CHENNAI,m,86.8,state board,2010,84.75,state board,8888,2,B.Tech/B.E.,electronics and electrical engineering,80.0,Tamil Nadu,2014,510,520,590,0.1282,1.3779,2.008,0.1459,1.6302,1,22
952,325000,system engineer,BANGALORE,f,93.44,state board,2010,86.0,state board,1140,2,B.Tech/B.E.,electronics and communication engineering,79.95,Karnataka,2014,745,545,500,0.8463,-0.1206,0.7785,-0.8682,0.0973,1,23
953,200000,desktop support technician,DELHI,m,87.2,cbse,2010,74.0,cbse,272,2,B.Tech/B.E.,electronics and electrical engineering,62.82,Punjab,2014,520,485,500,-1.0208,0.7119,0.7785,0.0192,0.4805,1,23
954,340000,system engineer,MUMBAI,m,84.8,cbse,2008,89.2,cbse,9019,2,B.Tech/B.E.,electronics and communication engineering,72.0,Haryana,2012,605,595,675,-1.3447,0.0328,-0.7794,2.1187,-0.9194,2,23
955,160000,lecturer,JAIPUR,m,68.33,rbse,2005,77.54,rbse,2927,2,B.Tech/B.E.,electronics & telecommunications,71.82,Rajasthan,2010,505,635,625,-0.7264,-0.7473,0.2366,-0.0552,0.0284,2,27
956,550000,software engineer,BANGALORE,m,67.2,cbse,2007,60.8,state board,13845,2,B.Tech/B.E.,information technology,71.02,Chhattisgarh,2012,450,535,680,0.4155,-0.4536,-0.1437,-0.995,-1.0524,2,26
957,335000,network engineer,BANGALORE,f,83.4,cbse,2009,90.4,cbse,5323,1,B.Tech/B.E.,electronics and communication engineering,86.6,Kerala,2013,485,585,650,0.1282,0.8784,-2.2954,-0.4879,-1.244,2,24
958,420000,software engineer,MUMBAI,m,89.0,state board,2010,82.2,state board,4042,2,B.Tech/B.E.,computer science & engineering,72.4,Tamil Nadu,2014,450,510,575,0.8463,0.8784,1.7007,-1.1218,0.8637,1,22
959,315000,quality assurance engineer,UNKNOWN,m,77.0,"up board , allahabad",2007,64.0,"up board , allahabad",9037,2,B.Tech/B.E.,electronics and communication engineering,70.0,Uttar Pradesh,2012,475,585,560,0.1282,0.5454,0.7785,-0.4879,0.6721,2,25
960,400000,system engineer,MUMBAI,f,82.2,cbse,2008,77.0,cbse,5071,2,B.Tech/B.E.,industrial & production engineering,91.2,Andhra Pradesh,2012,524,555,405,-0.7264,-0.6693,-0.8157,-0.05527,-0.4455,3,25
961,2000000,software test engineer,BANGALORE,m,79.16,cbse,2004,77.4,cbse,55,2,B.Tech/B.E.,computer engineering,62.4,Uttar Pradesh,2010,505,635,525,-2.1175,0.1498,0.8171,-0.17277,-0.9194,3,28
962,310000,management trainee,AHMEDNAGAR,m,86.0,icse,2009,88.0,isc,11792,2,B.Tech/B.E.,mechanical engineering,77.75,Uttar Pradesh,2013,675,665,575,1.5644,1.2114,-0.6048,-0.3612,0.0973,1,24
963,150000,electrical design engineer,PUNE,m,72.0,ssc,2006,67.0,ssc,367,2,B.Tech/B.E.,electrical engineering,59.8,Maharashtra,2009,525,505,445,0.51,0.3448,1.1074,0.4148,0.1864,2,26
964,300000,project engineer,BANGALORE,f,96.0,"stjosephs girls higher sec school,dindigul",2005,92.0,"srv girls higher sec school,rasipuram",4239,2,B.Tech/B.E.,electronics and communication engineering,80.0,Tamil Nadu,2009,315,475,565,-1.3447,-0.7473,-1.5051,1.1199,-1.3539,2,27
965,335000,programmer analyst,HYDERABAD,m,85.33,state board,2010,89.7,"intermediate board of education,andhra pradesh",1237,2,B.Tech/B.E.,computer science & engineering,74.3,Telangana,2014,605,500,595,-1.1644,0.7119,0.7785,-1.7556,0.2889,1,22
966,350000,senior software engineer,NOIDA,m,76.8,cbse,2008,67.2,cbse,83,2,B.Tech/B.E.,information technology,60.08,Uttar Pradesh,2012,525,365,565,0.0464,0.1498,-0.1626,0.5323,-0.4455,2,25
967,380000,programmer analyst,KOLKATA,m,77.0,cbse,2007,73.4,cbse,252,2,B.Tech/B.E.,information technology,77.07,West Bengal,2012,355,455,515,-0.880999999999999,-1.5273,-1.0697,0.40413,-1.5513,2,25
968,150000,technical support engineer,BANGALORE,m,60.0,cbse,2009,55.0,state board,15157,2,B.Tech/B.E.,electronics and communication engineering,52.0,Karnataka,2014,360,470,440,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524,1,24
969,330000,project engineer,BANGALORE,m,91.4,cbse,2010,87.8,cbse,13439,2,B.Tech/B.E.,electronics and communication engineering,77.0,Jharkhand,2015,525,460,510,-2.1698,0.5454,-0.1437,0.1459,-0.2859,0,23
970,350000,continuous improvement engineer,NASIK,m,87.4,cbse,2008,81.2,cbse,5111,2,B.Tech/B.E.,mechanical engineering,75.0,Maharashtra,2013,465,655,575,-0.5719,0.8128,0.5269,1.2374,-0.643,2,25
971,140000,technical support engineer,DELHI,m,73.0,cbse,2007,63.0,bseb,167,2,B.Tech/B.E.,electronics and communication engineering,67.69,Haryana,2012,515,575,575,-1.3447,-0.1232,-2.2308,0.3561,0.3444,2,26
972,515000,software engineer,UNKNOWN,m,84.8,cbse,2009,84.6,cbse,7557,2,B.Tech/B.E.,computer science & engineering,80.8,Delhi,2013,625,585,795,0.2718,0.3789,0.9322,-0.1076,-1.4356,2,23
973,200000,process advisor,CHENNAI,f,78.0,cbse,2008,80.0,cbse,4042,2,B.Tech/B.E.,computer engineering,78.0,Tamil Nadu,2012,495,495,435,-1.1901,1.1248,-0.1988,2.1774,0.6603,2,24
974,230000,customer service representative,HYDERABAD,m,73.0,cbse,2008,83.0,board of intermediate,11183,2,B.Tech/B.E.,information technology,64.0,Telangana,2012,475,335,345,-0.4173,0.0328,-0.344,0.5323,-0.7615,1,26
975,325000,system engineer,UNKNOWN,m,86.4,cbse,2009,86.2,cbse,1906,2,B.Tech/B.E.,electronics and communication engineering,81.4,West Bengal,2014,720,630,750,1.2772,1.0449,0.7785,-1.2486,0.6721,1,24
976,350000,software engineer,GURGAON,m,85.4,cbse,2010,67.8,cbse,11759,2,B.Tech/B.E.,computer science & engineering,82.67,Uttarakhand,2014,695,535,485,-2.0262,0.0459,0.4711,-0.995,0.2889,1,23
977,105000,software developer,BHOPAL,f,78.6,state board,2009,66.6,state board,547,2,B.Tech/B.E.,information technology,74.3,Madhya Pradesh,2013,345,440,545,-1.308,-0.9531,-0.2974,1.1601,-1.0524,1,24
978,275000,software engineer,BHUBANESWAR,m,80.42,icse,2010,65.16,state board,5026,2,B.Tech/B.E.,computer science & engineering,74.0,Orissa,2014,710,480,535,1.4208,0.8784,0.7785,-0.1076,0.2889,1,24
979,260000,software engineer,DELHI,m,58.0,up board,2008,65.0,up board,12478,2,B.Tech/B.E.,information technology,69.8,Uttar Pradesh,2012,445,385,405,1.9011,1.6708,1.4702,-0.2902,0.9763,3,24
980,300000,software engineer,UNKNOWN,m,84.5,state board,2009,74.0,state board,7010,2,B.Tech/B.E.,electronics and communication engineering,79.8,West Bengal,2013,535,590,605,0.5591,-0.1206,0.6248,0.9066,-0.6692,1,24
981,175000,data analyst,HYDERABAD,f,91.3,state board,2009,90.7,state board,9812,2,B.Tech/B.E.,electronics and communication engineering,71.65,Telangana,2013,525,520,450,1.1336,0.2124,1.0859,-0.7415,-0.0943,1,23
982,350000,etl developer,HYDERABAD,m,82.33,state board,2009,84.0,state board,11788,2,B.Tech/B.E.,computer science & engineering,68.6,Andhra Pradesh,2013,605,595,720,-0.8772,0.0459,0.4711,1.4136,0.6721,2,23
983,200000,sales and service engineer,UNKNOWN,m,71.0,state board,2007,69.0,state board,14910,2,B.Tech/B.E.,electronics and communication engineering,64.28,Uttar Pradesh,2012,500,460,545,-0.4463,0.2124,0.01,-0.6147,1.0554,1,24
984,275000,project engineer,UNKNOWN,f,78.0,cbse,2006,53.0,cbse,6570,2,B.Tech/B.E.,computer engineering,65.0,Orissa,2011,475,485,525,0.6646,0.8128,-0.344,-0.2902,0.1864,2,27
985,395000,programmer analyst,HYDERABAD,f,83.3,ssc,2007,80.1,intermediate board examination,9769,2,B.Tech/B.E.,computer engineering,63.5,Telangana,2011,485,315,405,0.6646,0.9688,1.4267,0.8457,1.3976,4,25
986,520000,technical support specialist,HYDERABAD,m,78.25,state board,2009,74.6,state board,5216,2,B.Tech/B.E.,information technology,78.6,West Bengal,2013,720,450,590,-0.8772,0.7119,0.4711,-0.1076,0.6721,2,23
987,80000,software developer,INDORE,m,81.0,cbse,2006,61.0,cbse,3725,2,B.Tech/B.E.,information technology,67.5,Madhya Pradesh,2011,445,465,475,-0.5719,-0.5913,0.8171,0.2973,-0.1295,1,26
988,215000,project manager,GURGAON,m,74.0,cbse,2006,64.0,state board,405,2,B.Tech/B.E.,information technology,76.0,Uttar Pradesh,2011,510,400,324,0.5591,-0.4536,1.0859,-2.0092,-0.6692,2,26
989,275000,training specialist,UNKNOWN,f,95.52,karnataka secondary education examination board,2009,94.33,"department of pre-university education, bangalore",316,2,B.Tech/B.E.,information technology,83.63,Karnataka,2013,580,620,620,0.2718,1.0449,0.1637,-0.6147,0.6721,1,24
990,700000,product manager,JAIPUR,m,87.4,cbse,2009,74.0,state board,436,1,M.Tech./M.E.,polymer technology,72.79,Uttarakhand,2014,625,450,655,-0.3027,-0.4536,-0.6048,-0.8682,0.0973,1,23
991,240000,software engineer,UNKNOWN,f,86.6,cbse,2009,78.8,cbse,10236,2,B.Tech/B.E.,electronics & telecommunications,72.8,Karnataka,2013,735,505,450,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692,1,24
992,300000,system engineer,NOIDA,m,63.0,up board,2008,61.0,up board,75,2,B.Tech/B.E.,computer engineering,70.64,Uttar Pradesh,2012,415,365,465,0.8192,1.4368,0.5269,-1.1128,0.0679,2,23
993,340000,software developer,PUNE,m,70.0,state board,2007,56.0,state board,1995,2,B.Tech/B.E.,computer science & engineering,54.0,Maharashtra,2013,615,580,405,-0.7335,0.8784,0.3174,-1.6289,-0.2859,1,26
994,520000,technical support engineer,PUNE,f,87.86,maharashtra board,2008,74.67,stmiras college for girls,7236,2,B.Tech/B.E.,electronics & telecommunications,62.33,Maharashtra,2012,545,595,435,-0.1082,1.0858,-0.3803,-0.2902,0.5024,1,24
995,300000,operations manager,BANGALORE,m,84.8,cbse,2009,75.0,cbse,6566,2,B.Tech/B.E.,mechanical engineering,61.8,Karnataka,2013,640,460,455,-0.3027,0.8784,-0.2974,0.3995,0.2889,2,24
996,325000,system administrator,BANGALORE,f,68.0,icse,2006,62.0,mbose,2634,2,B.Tech/B.E.,electronics and communication engineering,58.43,Karnataka,2011,495,475,445,-0.1082,-0.9033,-1.3599,0.7673,-0.4455,4,29
997,475000,assistant manager,BELLARY,m,89.4,cbse,2009,75.6,state board,275,2,B.Tech/B.E.,mechanical engineering,82.53,Karnataka,2013,590,610,635,0.8463,0.0459,0.7785,-1.8824,0.4805,1,24
998,570000,assistant manager,UNKNOWN,m,60.0,up board,2005,71.0,up board,285,1,B.Tech/B.E.,mechanical engineering,73.4,Punjab,2010,555,515,635,-0.2628,0.0328,-0.1988,-0.9953,0.3444,5,29
999,445000,software engineer,BANGALORE,m,63.0,cbse,2008,62.0,cbse,8504,2,B.Tech/B.E.,information technology,79.0,Rajasthan,2012,580,535,455,-0.2628,0.0328,-1.4688,1.9424,-1.3934,2,25
1000,205000,oracle dba,CHENNAI,f,94.7,cbse,2006,94.7,state board,434,2,B.Tech/B.E.,electronics and communication engineering,67.0,Tamil Nadu,2010,525,585,535,-0.7264,0.9688,-1.0697,0.5323,-0.1295,1,27
1001,340000,application developer,NOIDA,m,90.4,state board,2010,78.2,state board,5216,2,B.Tech/B.E.,electronics and instrumentation engineering,87.8,West Bengal,2013,630,625,560,1.5644,1.5444,1.547,-2.5163,0.6721,1,23
1002,240000,software engineer,GURGAON,f,83.0,cbse,2009,74.0,cbse,272,2,B.Tech/B.E.,computer engineering,67.0,Punjab,2013,605,585,590,1.5644,1.2114,1.547,-0.995,0.4805,1,25
1003,300000,software engineer,HYDERABAD,m,89.5,state board,2009,92.2,bie,9164,2,B.Tech/B.E.,computer science & engineering,75.12,Telangana,2013,545,580,795,0.1282,1.3779,1.3933,-2.136,1.0554,2,24
